PName,Yseason,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,VHI,SMCI,EVI,GNDVI,SAVI,SR,EDI,TCI,albedo,Yield,CWP,ETa,LST
CP593,LS2022,0.45428335,0.4419778,0.43176665,0.43928335,0.44905557,0.51703887,0.5682222,0.53098335,0.5854278,0.18972222,0.10404445,0.44046665,0.3263611,0.1067722,0.2561928,-3.1231756,0.13911577,0.21612887,0.1440977,0.11454552,0.018733885,0.28577897,3.5297966,5.8704042,60.129997,37.53
CP594,LS2022,0.45645,0.446,0.42983335,0.44871113,0.44780557,0.49541665,0.53466113,0.50535,0.55018335,0.19112778,0.10389445,0.4377778,0.32045557,0.071728185,0.22694485,3.9743292,0.102632254,0.12574804,0.08383865,0.079054765,0.016097255,0.37649426,0.8952567,7.5282025,11.905907,37.53
CP595,LS2022,0.47008887,0.44419443,0.43273887,0.44731113,0.45359443,0.5098278,0.55226113,0.51095557,0.57405,0.19715555,0.10404445,0.4322278,0.32249443,0.08912525,0.23111781,-1.3044795,0.10733601,0.1556121,0.1037503,0.08285293,0.00594207,0.48596397,0.69423395,7.432357,9.340697,37.53
CP596,LS2022,0.49970557,0.4790722,0.46653887,0.4930778,0.49443887,0.54093887,0.57886665,0.5362778,0.5979278,0.20869443,0.10400555,0.4904222,0.36862222,0.035576813,0.17439805,0.5596374,0.08694981,0.08999258,0.05999967,0.050846383,-0.005299137,0.4631213,0.6917078,7.4054747,9.340493,40.29
CP597,LS2022,0.4860278,0.48809443,0.4764222,0.50459443,0.5065778,0.55731665,0.59985,0.56309443,0.6198722,0.20341111,0.10426666,0.51426113,0.38072778,0.03831725,0.18609908,18.459637,0.10758303,0.11620033,0.077472314,0.06881236,0.009485306,0.30673885,2.8072908,6.278761,44.711056,40.29
CP598,LS2022,0.4590722,0.4516278,0.44066665,0.47071113,0.46639443,0.51226113,0.5515278,0.51569443,0.57253887,0.19484445,0.10423889,0.48273335,0.37159443,0.023700958,0.15293026,0.003387399,0.094652414,0.08356148,0.055711374,0.057115782,0.004394644,0.22699033,4.559069,5.109626,89.22555,40.29
CP599,LS2022,0.47336665,0.44700557,0.44269443,0.47661113,0.47991113,0.53171665,0.5746722,0.5339722,0.5988278,0.20905,0.1049,0.5104278,0.39177222,0.01712414,0.14743325,-0.28718767,0.114998184,0.111578725,0.0743908,0.06534905,0.005537424,0.26593894,3.9382637,5.6129417,70.16481,37.37
CP600,LS2022,0.47413887,0.46253887,0.44986113,0.47470557,0.47565,0.5214778,0.5609222,0.53239443,0.58295557,0.20423889,0.10476666,0.48318335,0.36685,0.041394867,0.17640819,-0.6160282,0.10573801,0.11630903,0.07754493,0.07036462,0.014925453,0.23195751,4.5942754,5.147943,89.244934,37.37
CP601,LS2022,0.46951665,0.44234443,0.42618887,0.43650557,0.44141665,0.5079278,0.55171113,0.5195278,0.57458887,0.2051889,0.10469445,0.4284278,0.31862222,0.096472904,0.24025169,-3.46724,0.12896511,0.18976785,0.12652223,0.111295275,0.014749912,0.22212328,4.8206006,4.9922423,96.56677,37.37
CP602,LS2022,0.4869722,0.4682722,0.4531,0.4677222,0.46988335,0.5200778,0.5589722,0.52521665,0.5797278,0.21209443,0.1049,0.43955,0.3303611,0.08081566,0.2175798,-6.850278,0.09658707,0.12680194,0.08454116,0.073202476,0.008378348,0.3350926,2.1887683,6.7358356,32.501503,37.37
CP603,LS2022,0.50309443,0.48578335,0.47336113,0.4848722,0.4976722,0.56133887,0.60889443,0.5663778,0.62870557,0.22216667,0.10526666,0.4581722,0.34267778,0.10675567,0.24829449,-2.649492,0.12187708,0.18952371,0.1263594,0.095753245,0.010880606,0.41318384,0.7144534,7.649363,9.340038,34.45
CP604,LS2022,0.49125,0.4592222,0.447,0.46113335,0.47258887,0.53848887,0.58505,0.54583887,0.60203335,0.22223333,0.10537778,0.43545557,0.3253,0.11180959,0.25457287,-1.9857997,0.13052629,0.19529097,0.13020453,0.10707395,0.011977751,0.45370668,0.70606305,7.5592155,9.340427,34.45
CP605,LS2022,0.5016778,0.48186113,0.46928335,0.48111665,0.49468887,0.57335,0.62999443,0.58555557,0.65165557,0.224,0.10542778,0.46194443,0.34373333,0.12650539,0.26969522,-4.3026567,0.14746834,0.22380698,0.14921574,0.12030309,0.017495576,0.34886,1.7308474,7.0856996,24.427448,34.45
CP606,LS2022,0.48044443,0.46901113,0.45496113,0.46603335,0.4707222,0.52336665,0.56601665,0.53830557,0.58125,0.2087889,0.10475,0.43306665,0.32837222,0.109146334,0.24324512,-1.5240786,0.11097565,0.16498266,0.10999749,0.089877486,0.019961875,0.36175147,1.298993,7.3555336,17.6613,34.45
CP614,LS2022,0.5350778,0.51295557,0.49873335,0.52713887,0.5245778,0.57335,0.61581665,0.57166665,0.63744443,0.2140389,0.10458334,0.49050557,0.3497,0.045169774,0.20482257,0.34570572,0.09074911,0.09516254,0.06344627,0.054072496,-0.003310131,0.21858257,4.6643296,5.047788,92.41277,39.63
CP615,LS2022,0.56225,0.53578887,0.52895557,0.56706113,0.5662222,0.61978887,0.6674722,0.6141278,0.69429443,0.2286889,0.10468334,0.5350222,0.38627222,0.042300466,0.19850595,-0.32620206,0.105092876,0.10203207,0.068026476,0.057577815,-0.005474961,0.26061088,3.9774534,5.525241,71.98702,39.63
CP616,LS2022,0.57584443,0.56493887,0.55738887,0.59865,0.59315557,0.6341278,0.67796113,0.6349222,0.7022222,0.23105557,0.10418334,0.54984443,0.39594443,0.047252983,0.20250899,0.7891672,0.08963459,0.07697354,0.051319536,0.048759766,0.003575568,0.26809916,3.7874084,5.64905,67.04551,39.63
CP617,LS2022,0.56548335,0.5632722,0.55093887,0.58711113,0.5797,0.625,0.66999443,0.6336778,0.6938278,0.2277111,0.10396666,0.54659443,0.39680557,0.052607972,0.20631053,0.72813016,0.097848006,0.094760835,0.063178174,0.062908046,0.011249159,0.3082091,2.8339404,6.265776,45.229893,39.63
CP618,LS2022,0.55944443,0.54360557,0.5322222,0.56405557,0.5649222,0.6105,0.65291113,0.61255,0.67516665,0.22568333,0.10378889,0.52328887,0.3778111,0.056023378,0.21104579,0.06053507,0.09817069,0.09895791,0.06597647,0.05724726,0.004410277,0.278293,3.6175713,5.7558775,62.85347,40.08
CP619,LS2022,0.54639443,0.54295557,0.53268335,0.5669778,0.5582222,0.60080557,0.6417722,0.6044722,0.66115,0.22072222,0.10376666,0.52193887,0.38062778,0.054389056,0.20454174,-0.27397555,0.084009975,0.07783198,0.051891506,0.053957835,0.005796791,0.27844855,3.611799,5.752612,62.7895,40.08
CP620,LS2022,0.52535,0.53158887,0.51950557,0.55101113,0.54470557,0.59010557,0.63013887,0.59976113,0.6501278,0.21628333,0.10385,0.52091113,0.37614443,0.051344402,0.20763192,2.9403048,0.098566964,0.10296574,0.06864861,0.06774659,0.012884356,0.28284022,3.472858,5.854438,59.320347,40.08
CP621,LS2022,0.52848335,0.52803335,0.51745,0.55313887,0.54935557,0.59243335,0.63238887,0.59551113,0.6537278,0.22050557,0.10393889,0.52443887,0.3853,0.04095335,0.18890399,-0.63383734,0.09307076,0.08507858,0.056722928,0.055004798,0.006734336,0.22643556,4.527653,5.116553,88.49243,40.67
CP622,LS2022,0.5342722,0.5214222,0.5147278,0.55290557,0.5524,0.59613887,0.63618887,0.58953335,0.6585278,0.22367778,0.10379445,0.54355557,0.40637778,0.017351206,0.15921429,0.19722801,0.088824935,0.0755465,0.050367974,0.043932207,-0.006129834,0.28515208,3.3393286,5.9256983,56.354378,40.67
CP627,LS2022,0.47663335,0.4574222,0.44848887,0.4847,0.47875,0.51991113,0.55908887,0.51306113,0.57938887,0.19717778,0.10364445,0.48406113,0.36497222,0.002310502,0.13567378,-0.90921956,0.083196685,0.06192239,0.041284587,0.04498196,-0.006930633,0.24844147,4.205939,5.364695,78.40034,39.87
CP628,LS2022,0.48076665,0.46621113,0.4551222,0.4846278,0.4854778,0.5267722,0.56745557,0.5223222,0.58718887,0.19962222,0.10362778,0.49751113,0.3745389,0.003438585,0.14058085,0.8417856,0.086327314,0.080608666,0.053742975,0.046993557,-0.003338621,0.24687757,4.2050913,5.365272,78.37739,39.87
CP629,LS2022,0.47008887,0.4376722,0.43863335,0.49134443,0.4891278,0.52771665,0.5677722,0.53215,0.5912222,0.1962,0.10352222,0.53346113,0.41418335,-0.006954596,0.11961769,-0.31724852,0.11397396,0.073442005,0.048964255,0.049121786,0.006805243,0.28795213,3.315375,5.9698234,55.537594,39.3
CP630,LS2022,0.4817316,0.4596316,0.45874736,0.50577896,0.5019316,0.5363263,0.5750737,0.52647896,0.5978421,0.19655555,0.10365264,0.5216737,0.39754211,-0.008216251,0.12526304,-0.4263943,0.083539374,0.041705858,0.027805774,0.029464198,-0.006958835,0.28349292,3.5099492,5.842827,60.07441,39.3
CP631,LS2022,0.46274736,0.4340316,0.4249263,0.46214736,0.4607684,0.50450527,0.5461421,0.4988316,0.57081577,0.19136316,0.10362632,0.48054736,0.36212632,0.002543278,0.14031696,-0.13285899,0.0984051,0.08379845,0.05587007,0.050128583,-0.005860578,0.27164748,3.759264,5.678234,66.20501,39.3
CP632,LS2022,0.48513687,0.4538,0.44892104,0.49417896,0.49726313,0.5415316,0.5845737,0.53663687,0.61150527,0.2053,0.1040421,0.51122104,0.37624736,0.011471326,0.16067414,0.28299138,0.11313097,0.0922334,0.061493497,0.054927353,0.001171722,0.26420122,3.9362935,5.5669975,70.70816,39.3
CP633,LS2022,0.48132104,0.47768423,0.46801577,0.51047896,0.5058579,0.54072104,0.5789737,0.55334736,0.60236313,0.20107894,0.10401052,0.5223263,0.38124211,0.00728512,0.15863709,0.4220696,0.10753205,0.084669,0.05644997,0.05593329,0.015219558,0.25875044,4.0803813,5.475741,74.519104,38.82
CP634,LS2022,0.4939421,0.4857,0.48040527,0.53239473,0.52670527,0.5626684,0.60421055,0.56467896,0.62603687,0.20557368,0.10408948,0.54409473,0.40332632,-0.000578983,0.14616543,-0.000159366,0.10757933,0.06547716,0.043654423,0.043548163,0.003706495,0.2845706,3.4664648,5.8813505,58.93997,38.82
CP635,LS2022,0.51097896,0.48998945,0.4804263,0.52052104,0.5127421,0.55949473,0.60301577,0.56699473,0.6264421,0.21231052,0.10405264,0.51981577,0.38004736,0.028065784,0.18188709,0.31818777,0.11197082,0.0963704,0.064251475,0.07009474,0.011700918,0.24053937,4.4384824,5.2323136,84.84361,38.82
CP636,LS2022,0.5398684,0.5222684,0.51924736,0.5823684,0.58058423,0.6148,0.6574,0.60438423,0.6802263,0.2280842,0.10426316,0.60538945,0.45727896,-0.015776863,0.12211118,0.1729755,0.107092224,0.048203606,0.03213786,0.02819921,-0.004986644,0.26486427,3.8633232,5.600845,68.97781,40.21
CP637,LS2022,0.5001684,0.4948737,0.48644736,0.5335421,0.53446313,0.57331577,0.6150316,0.58038423,0.6394263,0.21554736,0.10442632,0.5604,0.4089,-0.005084103,0.14849438,0.34959558,0.11959899,0.09488456,0.06326072,0.05367336,0.008794799,0.2584247,3.9929834,5.5100985,72.46719,40.21
CP638,LS2022,0.49270527,0.49057896,0.48168423,0.5256579,0.52848945,0.5660421,0.60472104,0.56995264,0.63001055,0.20987368,0.10429474,0.55829473,0.41043687,-0.015458286,0.13346319,0.30441168,0.11469189,0.093030594,0.062024772,0.048165638,0.005503847,0.24208257,4.3004883,5.296334,81.19985,40.21
CP639,LS2022,0.46658887,0.44901113,0.42963887,0.45306113,0.4486278,0.47788887,0.5110722,0.48009443,0.5325222,0.18476111,0.10284445,0.45653335,0.34087778,0.009255551,0.14917175,-1.0182114,0.06701383,0.06328178,0.04219131,0.04237815,0.004841996,0.2846121,3.3500208,5.9774427,56.065716,38.52
CP640,LS2022,0.4836778,0.4675778,0.4582222,0.49495,0.4885222,0.52578335,0.56666113,0.52733335,0.5931222,0.19543334,0.10305,0.51613335,0.3842611,-0.009486954,0.1331114,0.18802871,0.09210257,0.07391498,0.049280412,0.049258895,0.004856559,0.2760522,3.5270288,5.872938,60.09908,37.65
CP641,LS2022,0.4918,0.47545557,0.47050557,0.51491665,0.50829443,0.54743887,0.58718335,0.5536778,0.61356113,0.20145555,0.10311666,0.54323335,0.4107,-0.003998145,0.13446787,5.5112257,0.1009494,0.06732023,0.044882927,0.0456334,0.002801628,0.40689182,0.7080626,7.5809646,9.340007,37.65
CP642,LS2022,0.4991,0.48915,0.48070557,0.51923887,0.51341113,0.5502778,0.5869722,0.55151113,0.60918887,0.20403889,0.1032,0.53483335,0.39903333,0.002990421,0.14651294,-0.084765606,0.08609071,0.0632,0.042136114,0.044748943,0.003075006,0.418555,0.7063134,7.562145,9.340119,37.65
CP643,LS2022,0.45625557,0.44141113,0.42678335,0.44923335,0.44221665,0.48516113,0.52153887,0.4920278,0.54378335,0.18878334,0.10300555,0.45565,0.33452222,0.028555408,0.17853594,-0.59793115,0.08492627,0.093715586,0.062482085,0.06743066,0.007686159,0.36796996,0.7888275,7.6034536,10.375016,37.65
CP644,LS2022,0.44031113,0.41926665,0.4071111,0.43304443,0.43195,0.47278887,0.50991665,0.4737778,0.53258887,0.18474445,0.10302778,0.46554443,0.34715557,0.004435924,0.1490022,-0.14302945,0.091887124,0.09342756,0.062290158,0.058481324,0.003123742,0.34674755,1.4471115,7.1891546,20.15112,38.06
CP645,LS2022,0.43328335,0.4160278,0.4074611,0.44276665,0.44434443,0.48684443,0.52533335,0.4967278,0.5502722,0.18695,0.1031,0.50566113,0.37215,-0.014993895,0.13778114,1.0322969,0.123005584,0.113245204,0.07550227,0.066809386,0.011669276,0.40057695,0.70664636,7.5657825,9.34003,38.06
CP646,LS2022,0.4244778,0.40257778,0.39148333,0.4242778,0.43309443,0.4676722,0.5046278,0.4641722,0.52644443,0.18394445,0.10316111,0.49331665,0.36928333,-0.040761624,0.10285458,-0.24010271,0.10656465,0.09182268,0.06121995,0.04179024,-0.003711416,0.38824818,0.710259,7.604597,9.339863,38.06
CP647,LS2022,0.43984443,0.41909443,0.41144443,0.44716665,0.44738335,0.48609443,0.5236722,0.48923335,0.54603887,0.18704445,0.10337778,0.49695,0.37451667,-0.014187882,0.12620616,0.029225059,0.107033655,0.09004282,0.06003294,0.054259002,0.005309239,0.29394048,3.1130864,6.1404753,50.724293,38.06
CP648,LS2022,0.44386113,0.43130557,0.42203887,0.45201113,0.44634443,0.48773887,0.52466113,0.49585557,0.5462722,0.183,0.10326666,0.49209443,0.36543333,-0.008813512,0.13785362,-0.12147283,0.09976406,0.09493842,0.0632971,0.06313977,0.009365585,0.2697656,3.0855945,6.096405,51.046288,41.03
CP649,LS2022,0.4719222,0.45695557,0.44626665,0.48043887,0.48005557,0.5222278,0.56035,0.5281722,0.58328335,0.19171666,0.10307778,0.51108335,0.37659443,0.00281046,0.15237667,-0.018816197,0.11250111,0.10511243,0.070080094,0.06438449,0.013534236,0.31109026,2.721391,6.324151,43.034115,41.03
CP650,LS2022,0.4708222,0.4558778,0.4462222,0.48741665,0.48058335,0.51885557,0.5567778,0.52295,0.57684443,0.19276111,0.10316666,0.50411113,0.37323333,-0.003835835,0.14289388,137.41605,0.104745954,0.07368708,0.049128283,0.05273801,0.005252914,0.20798552,4.868586,4.87867,99.79355,41.03
CP651,LS2022,0.45771113,0.43733887,0.42623887,0.46621665,0.46908335,0.51014443,0.5514222,0.51116113,0.57559443,0.19171111,0.1032,0.51104443,0.37507222,-0.016939683,0.13397774,0.49871925,0.122468255,0.099004194,0.0660077,0.05639515,0.004939926,0.20327538,5.0580483,4.828033,104.76511,36.37
CP652,LS2022,0.4532,0.42786665,0.41105557,0.41521113,0.4290722,0.5025278,0.54965,0.50554443,0.56991665,0.18764445,0.10328334,0.4182222,0.302,0.09149739,0.25002337,-1.9002371,0.14447871,0.23291816,0.15529247,0.11789876,0.007012044,0.18458338,6.664549,5.739688,116.11162,36.37
CP653,LS2022,0.47216113,0.44888335,0.43655557,0.45636113,0.4546222,0.50811665,0.54583335,0.50246665,0.5647778,0.19293889,0.10332778,0.42943335,0.30818333,0.071987405,0.23698828,-0.4627114,0.098794416,0.12124605,0.080837876,0.07490224,-0.003779804,0.19890209,5.1282847,4.778684,107.317375,36.37
CP654,LS2022,0.45985557,0.43728335,0.42836665,0.46023887,0.46208335,0.51023887,0.54711113,0.5123,0.56813887,0.19039445,0.10371111,0.4773722,0.35114443,0.019307861,0.16845767,2.1376557,0.11538058,0.10913679,0.07276323,0.064082675,0.002887141,0.19479291,5.1890176,4.727736,109.756966,36.37
CP655,LS2022,0.47625,0.45376665,0.4387278,0.47804443,0.47760557,0.5188222,0.55901113,0.5134722,0.5793222,0.19896666,0.10416666,0.49558335,0.3700111,0.007329195,0.15072413,-1.3556719,0.10249184,0.07530853,0.05020939,0.048465375,-0.001467734,0.3080664,3.3351592,6.000141,55.764523,37.53
CP656,LS2022,0.48623335,0.47859443,0.46883887,0.4896278,0.49641113,0.54681665,0.58776113,0.56196665,0.60583335,0.19833889,0.10481666,0.46943335,0.3503111,0.11119507,0.2511492,-3.0582132,0.11945377,0.16100061,0.10734235,0.08366821,0.020539157,0.35143006,1.7136409,7.0386076,24.374449,37.53
CP657,LS2022,0.47541665,0.4513778,0.43996113,0.4552,0.46111665,0.51128335,0.55010557,0.51793335,0.56936113,0.19801666,0.10416666,0.44381113,0.32264443,0.08271241,0.23930712,0.001751328,0.10554973,0.14737566,0.09825867,0.07963464,0.011874948,0.39661747,0.710726,7.609582,9.339883,37.53
CP658,LS2022,0.47969443,0.45026113,0.44413335,0.4681,0.47436113,0.5306,0.5764278,0.5255,0.59623887,0.19983334,0.10374445,0.46078887,0.34712222,0.07328959,0.21303262,-1.6372228,0.10835012,0.1340062,0.0893448,0.06941274,-0.00396775,0.3639688,0.79569794,7.5886564,10.5022545,37.53
CP659,LS2022,0.49006665,0.48284443,0.46271665,0.49251113,0.49245,0.53089443,0.5680722,0.54003887,0.5907,0.20384445,0.10405,0.5062222,0.3846111,0.022571651,0.15719527,1.1834875,0.09896141,0.090036534,0.060028452,0.053387742,0.008914469,0.41978782,0.69805426,7.473662,9.340191,40.29
CP660,LS2022,0.49143335,0.46276113,0.45250557,0.46676113,0.47819443,0.54675,0.59401113,0.55691113,0.6128778,0.20789443,0.10423889,0.4737,0.34972778,0.08456853,0.2355782,4.6480613,0.1335988,0.18962581,0.12642638,0.09914557,0.012988087,0.35279357,1.68288,6.9834876,24.19372,40.29
CP661,LS2022,0.4997778,0.49848335,0.48655557,0.5144,0.50896665,0.5559778,0.5945778,0.5660722,0.61323887,0.20952778,0.10453334,0.50020557,0.3766111,0.056900345,0.19531892,-3.7118664,0.096765004,0.10001087,0.06667851,0.066320114,0.012766249,0.33718923,1.9833616,6.796833,29.190746,40.29
CP662,LS2022,0.4674722,0.44196113,0.43401113,0.46246665,0.46101113,0.50383335,0.5433,0.50635,0.5648778,0.20227222,0.10501666,0.46249443,0.34998333,0.03140225,0.16342868,-0.37534148,0.09374158,0.09075498,0.060507696,0.0572882,0.005219606,0.23580615,4.6048794,5.155839,89.31943,37.37
CP663,LS2022,0.4777,0.4579,0.45095,0.48426665,0.48690557,0.53295557,0.5718,0.53340557,0.5937778,0.20730557,0.10503334,0.49671113,0.3771,0.02787951,0.15990415,-0.22474739,0.10490143,0.09979403,0.06653416,0.058772888,0.003503602,0.26395038,4.0591787,5.527478,73.44092,37.37
CP664,LS2022,0.48723887,0.4541778,0.44533335,0.4665222,0.46803887,0.53086113,0.57475557,0.5257278,0.5968778,0.21525557,0.10526666,0.44650557,0.33765557,0.07723429,0.21458992,-4.383156,0.10704039,0.1350018,0.090008534,0.08221018,-0.003603455,0.29121903,3.4454534,5.9290595,58.11807,37.37
CP665,LS2022,0.51355557,0.48881113,0.4722722,0.49616665,0.49696665,0.53858335,0.57596113,0.5344722,0.59343887,0.22526667,0.10551111,0.4637222,0.35507222,0.055784933,0.18295811,1.585028,0.079361394,0.083796814,0.05586906,0.04970164,-0.001670204,0.29288882,3.044029,6.1959453,49.208282,37.37
CP666,LS2022,0.49804443,0.46830557,0.4567,0.4663222,0.47863887,0.54685,0.59339443,0.5460722,0.61203335,0.22405,0.10567778,0.433,0.32745557,0.12096727,0.25514364,-0.8402432,0.12046984,0.18961725,0.12642194,0.09756907,0.003394098,0.439736,0.7083187,7.5834484,9.340325,34.45
CP667,LS2022,0.49441665,0.48385,0.47118887,0.47573887,0.48114443,0.56300557,0.61236113,0.58535,0.63383887,0.22112778,0.10531111,0.4378778,0.32482222,0.14926869,0.29495347,-4.631917,0.14708431,0.23663145,0.15776628,0.1361863,0.023887154,0.43290198,0.7113558,7.616076,9.340187,34.45
CP668,LS2022,0.51789443,0.50501665,0.49731665,0.52,0.52205557,0.5705722,0.61316113,0.57609443,0.63363887,0.22552222,0.10529445,0.48171113,0.36877222,0.08555358,0.21706548,-0.71757174,0.09750127,0.11457241,0.0763873,0.06381093,0.007305937,0.38310325,0.72000085,7.708975,9.339774,34.45
CP669,LS2022,0.49384443,0.4761278,0.46291665,0.4848,0.48655557,0.53348335,0.57294443,0.53936113,0.5909278,0.21735557,0.10505,0.45845557,0.34817778,0.07971578,0.2160845,-1.8147315,0.09950593,0.114247344,0.076170675,0.06848523,0.011966361,0.3921123,0.7174248,7.6813116,9.339873,34.45
CP677,LS2022,0.54266113,0.52235,0.5087222,0.5408278,0.54110557,0.59326665,0.64058887,0.58331665,0.66314443,0.21724443,0.1047,0.5088222,0.36192778,0.040939115,0.2035684,2.4248314,0.093938425,0.10029553,0.06686876,0.05380703,-0.005588982,0.17300515,5.3066104,4.52409,117.296936,41.41
CP678,LS2022,0.57498887,0.55098887,0.5453278,0.5865278,0.57963335,0.63308887,0.68171665,0.63100557,0.70661665,0.22824443,0.1044,0.54873335,0.3906,0.049086064,0.21262941,1.501841,0.103434145,0.096987136,0.06466281,0.061573707,0.001207345,0.25913507,3.9046494,5.537933,70.508354,41.41
CP679,LS2022,0.56836665,0.55558887,0.54700557,0.58439443,0.5768,0.62788887,0.67473335,0.63189443,0.7013278,0.23005557,0.10403889,0.54940557,0.3951611,0.04517834,0.20168507,0.32462895,0.10104232,0.10023206,0.0668264,0.06664911,0.006678954,0.25992697,3.893492,5.552591,70.12145,41.41
CP680,LS2022,0.55523887,0.54706113,0.53748335,0.57111113,0.5687278,0.6134778,0.65743887,0.61796665,0.68151113,0.22328333,0.10402778,0.5299222,0.38039443,0.05013401,0.20791869,0.22287105,0.10098564,0.10397052,0.06931885,0.060810514,0.008538372,0.24155782,4.250348,5.3029966,80.151115,41.41
CP681,LS2022,0.54533887,0.54058335,0.53071665,0.5660278,0.56478335,0.6040778,0.64591665,0.60586113,0.6653222,0.2189111,0.10376666,0.5395722,0.39217778,0.031222027,0.18503556,-0.056099553,0.093390696,0.086175434,0.057454363,0.04791278,0.003308901,0.24988866,4.0582766,5.4188347,74.89408,41.81
CP682,LS2022,0.54808335,0.5349278,0.5294722,0.56055557,0.55675557,0.60496113,0.64694443,0.60645,0.66975,0.22147778,0.10357222,0.52173335,0.37662222,0.061574925,0.22051579,0.54035693,0.09618046,0.1082399,0.07216546,0.065759934,0.007330636,0.2975429,2.9061357,6.1770935,47.055065,41.81
CP683,LS2022,0.5503,0.54164443,0.53505557,0.57435557,0.57594443,0.6170222,0.65928335,0.61358335,0.68051113,0.22710557,0.1037,0.5490778,0.40580557,0.033617962,0.1781017,0.013406921,0.0957103,0.08291242,0.05527881,0.044773415,-0.001052539,0.32459655,2.2166255,6.611988,33.52451,41.81
